playerId,firstName_x,lastName_x,position_x,team,name_school,season,firstName_y,lastName_y,position_y,origin,destination,transferDate,rating,stars,eligibility
4870898,Ashton,Porter,DL,Oregon,AshtonPorterOregon,2026,Ashton,Porter,DL,Oregon,Houston,2026-01-16T02:10:00.000Z,0.88,3.0,Immediate
4870899,Miles,McVay,OL,North Carolina,MilesMcVayNorth Carolina,2026,Miles,McVay,OT,North Carolina,Mississippi State,2026-01-15T20:18:00.000Z,0.86,3.0,Immediate
4870900,Dylan,Lonergan,QB,Boston College,DylanLonerganBoston College,2026,Dylan,Lonergan,QB,Boston College,Rutgers,2026-01-05T13:50:00.000Z,0.86,3.0,Immediate
4870902,Terrance,Love,S,Colorado,TerranceLoveColorado,2026,Terrance,Love,S,Colorado,Mississippi State,2026-04-25T12:25:00.000Z,0.84,3.0,Immediate
4870905,Caleb,Presley,CB,San José State,CalebPresleySan José State,2026,Caleb,Presley,CB,San José State,Colorado State,2026-01-15T17:26:00.000Z,0.86,3.0,Immediate
4870908,Sydir,Mitchell,DL,LSU,SydirMitchellLSU,2026,Sydir,Mitchell,DL,LSU,Wake Forest,2026-01-11T16:54:00.000Z,0.85,3.0,Immediate
4870909,Jaden,Rashada,QB,Sacramento State,JadenRashadaSacramento State,2026,Jaden,Rashada,QB,Sacramento State,Mississippi State,2026-01-22T23:32:00.000Z,0.85,3.0,Immediate
4870924,Antonio,Robinson,DB,Florida Atlantic,AntonioRobinsonFlorida Atlantic,2026,Antonio,Robinson,CB,Florida Atlantic,,2026-01-02T12:40:00.000Z,,3.0,Immediate
4870927,Bryson,Rodgers,WR,Ohio State,BrysonRodgersOhio State,2026,Bryson,Rodgers,WR,Ohio State,South Florida,2026-01-09T17:36:00.000Z,0.86,3.0,Immediate
4870928,Malachi,Nelson,QB,UTEP,MalachiNelsonUTEP,2026,Malachi,Nelson,QB,UTEP,Syracuse,2026-01-16T22:23:00.000Z,0.85,3.0,Immediate
4870929,Noah,Rogers,WR,NC State,NoahRogersNC State,2026,Noah,Rogers,WR,NC State,Alabama,2026-01-12T21:55:00.000Z,0.93,4.0,Immediate
4870936,Shamar,McNeil,CB,Missouri,ShamarMcNeilMissouri,2026,Shamar,McNeil,CB,Missouri,Akron,2026-01-19T16:24:00.000Z,0.85,3.0,Immediate
4870938,Joshua,Mickens,DE,Ohio State,JoshuaMickensOhio State,2026,Joshua,Mickens,EDGE,Ohio State,UConn,2026-01-13T15:20:00.000Z,0.86,3.0,Immediate
4870939,Cordale,Russell,WR,Miami (OH),CordaleRussellMiami (OH),2026,Cordale,Russell,WR,Miami (OH),Stephen F. Austin,2026-02-02T03:00:00.000Z,,4.0,Immediate
4870941,Cameron,Seldon,WR,Virginia Tech,CameronSeldonVirginia Tech,2026,Cameron,Seldon,WR,Virginia Tech,South Florida,2026-01-20T21:56:00.000Z,0.86,3.0,Immediate
4870942,Ryan,Mickow,OL,Boston College,RyanMickowBoston College,2026,Ryan,Mickow,OT,Boston College,Tulane,2026-01-09T16:47:00.000Z,,3.0,Immediate
4870947,JaSire,Peterson,DL,UAB,JaSirePetersonUAB,2026,JaSire,Peterson,DL,UAB,,2025-12-19T23:00:00.000Z,,4.0,Immediate
4870959,Shamar,Porter,WR,UConn,ShamarPorterUConn,2026,Shamar,Porter,WR,UConn,,2026-01-15T02:18:58.000Z,,4.0,Withdrawn
4870961,Blake,Purchase,DE,Oregon,BlakePurchaseOregon,2026,Blake,Purchase,EDGE,Oregon,Ole Miss,2026-01-16T17:06:00.000Z,0.93,4.0,Immediate
4870965,Taz,Reddicks,WR,Oregon State,TazReddicksOregon State,2026,Taz,Reddicks,WR,Oregon State,UNLV,2026-01-08T20:25:25.000Z,0.87,3.0,Immediate
4870969,James,Smith,DT,Alabama,JamesSmithAlabama,2026,James,Smith,DL,Alabama,Ohio State,2026-01-13T00:43:00.000Z,0.94,4.0,Immediate
4870975,Jordan,Renaud,DE,Alabama,JordanRenaudAlabama,2026,Jordan,Renaud,EDGE,Alabama,Ole Miss,2026-01-13T22:53:00.000Z,0.92,4.0,Immediate
4870982,Everett,Roussaw Jr.,LB,Memphis,EverettRoussaw Jr.Memphis,2026,Everett,Roussaw Jr.,LB,Memphis,Arizona,2026-01-09T00:32:00.000Z,0.85,3.0,Immediate
4870986,Rahmir,Stewart,DB,Nebraska,RahmirStewartNebraska,2026,Rahmir,Stewart,S,Nebraska,,2026-01-03T20:38:00.000Z,,3.0,Immediate
4870991,Michael,Richard,S,Louisiana Tech,MichaelRichardLouisiana Tech,2026,Michael,Richard,S,Louisiana Tech,Michigan State,2026-01-05T21:07:00.000Z,0.85,3.0,Immediate
4870992,Jalen,Thompson,DL,Michigan State,JalenThompsonMichigan State,2026,Jalen,Thompson,EDGE,Michigan State,Arizona State,2026-01-13T16:19:00.000Z,0.89,3.0,Immediate
4870999,Malachi,Singleton,QB,Purdue,MalachiSingletonPurdue,2026,Malachi,Singleton,QB,Purdue,App State,2026-01-07T00:10:00.000Z,0.85,3.0,Immediate
4871003,Christian,Ross,TE,Memphis,ChristianRossMemphis,2026,Christian,Ross,TE,Memphis,,2025-12-25T05:04:00.000Z,,3.0,Immediate
4871007,KJ,Sampson,DL,Florida State,KJSampsonFlorida State,2026,KJ,Sampson,DL,Florida State,Boston College,2026-01-06T02:29:49.000Z,0.86,3.0,Immediate
4871013,Gemari,Sands,RB,Florida Atlantic,GemariSandsFlorida Atlantic,2026,Gemari,Sands,RB,Florida Atlantic,Florida State,2026-01-16T15:04:00.000Z,0.86,3.0,Immediate
4871014,Jeremiah,Vessel,S,UAB,JeremiahVesselUAB,2026,Jeremiah,Vessel,S,UAB,,2026-01-02T03:06:00.000Z,,3.0,Immediate
4871019,Rico,Walker,TE,Purdue,RicoWalkerPurdue,2026,Rico,Walker,TE,Purdue,California,2026-01-23T02:44:00.000Z,0.86,3.0,Immediate
4871026,Elliot,Washington II,CB,Penn State,ElliotWashington IIPenn State,2026,Elliot,Washington II,CB,Penn State,Clemson,2026-01-05T16:00:00.000Z,0.87,3.0,Immediate
4871029,Ka'Shawn,Thomas,DT,Wake Forest,Ka'ShawnThomasWake Forest,2026,Ka'Shawn,Thomas,DL,Wake Forest,,2025-12-10T00:31:00.000Z,0.82,3.0,Immediate
4871032,Colton,Thomasson,OL,Baylor,ColtonThomassonBaylor,2026,Colton,Thomasson,OT,Baylor,UNLV,2026-01-07T23:43:47.000Z,,4.0,Immediate
4871033,TJ,Shanahan Jr.,OL,Penn State,TJShanahan Jr.Penn State,2026,TJ,Shanahan Jr.,IOL,Penn State,Florida,2026-01-06T15:51:00.000Z,0.87,3.0,Immediate
4871038,Jordan,Thompson,LB,Western Carolina,JordanThompsonWestern Carolina,2026,Jordan,Thompson,LB,Western Carolina,Coastal Carolina,2026-01-17T03:56:00.000Z,0.85,3.0,Immediate
4871039,Jelani,Thurman,TE,Ohio State,JelaniThurmanOhio State,2026,Jelani,Thurman,TE,Ohio State,North Carolina,2026-01-11T16:36:00.000Z,0.89,3.0,Immediate
4871043,Antonio,Tripp Jr.,OL,Florida International,AntonioTripp Jr.Florida International,2026,Antonio,Tripp Jr.,IOL,Florida International,,2025-12-25T05:33:00.000Z,,4.0,Immediate
4871044,Derek,Williams Jr.,DB,Texas,DerekWilliams Jr.Texas,2026,Derek,Williams Jr.,S,Texas,,2026-01-07T03:27:44.000Z,0.86,3.0,Withdrawn
4871045,Stantavious,Smith,DT,Florida A&M,StantaviousSmithFlorida A&M,2026,Stantavious,Smith,DL,Florida A&M,Buffalo,2026-01-18T17:58:00.000Z,0.84,3.0,Immediate
4871053,Hollywood,Smothers,RB,NC State,HollywoodSmothersNC State,2026,Hollywood,Smothers,RB,NC State,Texas,2026-01-11T18:50:00.000Z,0.94,4.0,Immediate
4871054,Riley,Williams,TE,Oregon State,RileyWilliamsOregon State,2026,Riley,Williams,TE,Oregon State,Mississippi State,2026-01-10T16:30:00.000Z,0.85,3.0,Immediate
4871055,John,Walker,DT,UCF,JohnWalkerUCF,2026,John,Walker,DL,UCF,Ohio State,2026-01-06T17:31:00.000Z,0.87,3.0,Immediate
4871056,Johnny,Williams IV,OL,Missouri,JohnnyWilliams IVMissouri,2026,Johnny,Williams IV,OT,Missouri,North Texas,2026-01-08T16:48:00.000Z,,3.0,Immediate
4871057,Dylan,Spencer,LB,Texas Tech,DylanSpencerTexas Tech,2026,Dylan,Spencer,EDGE,Texas Tech,UTSA,2026-01-07T19:04:00.000Z,0.85,3.0,Immediate
4871062,Asaad,Waseem,WR,Florida Atlantic,AsaadWaseemFlorida Atlantic,2026,Asaad,Waseem,WR,Florida Atlantic,Purdue,2026-01-06T21:48:00.000Z,0.86,3.0,Immediate
4871065,Treyaun,Webb,RB,Florida,TreyaunWebbFlorida,2026,Treyaun,Webb,RB,Florida,App State,2026-01-12T02:17:40.000Z,,4.0,Immediate
4871075,Jayvon,Thomas,CB,Texas A&M,JayvonThomasTexas A&M,2026,Jayvon,Thomas,CB,Texas A&M,SMU,2026-01-20T22:50:00.000Z,0.86,3.0,Immediate
4871076,Quintrevion,Wisner,RB,Texas,QuintrevionWisnerTexas,2026,Quintrevion,Wisner,RB,Texas,Florida State,2026-01-05T19:14:00.000Z,0.93,4.0,Immediate
4871077,Javien,Toviano,S,LSU,JavienTovianoLSU,2026,Javien,Toviano,S,LSU,,2025-12-26T18:50:00.000Z,0.86,3.0,Immediate
4871078,Shakai,Woods,DT,Middle Tennessee,ShakaiWoodsMiddle Tennessee,2026,Shakai,Woods,DL,Middle Tennessee,Arkansas State,2026-01-13T01:39:00.000Z,0.84,3.0,Immediate
4871081,Richard,Young,RB,Alabama,RichardYoungAlabama,2026,Richard,Young,RB,Alabama,Colorado,2026-01-18T01:46:00.000Z,0.86,3.0,Immediate
4871089,Damon,Wilson II,DL,Missouri,DamonWilson IIMissouri,2026,Damon,Wilson II,EDGE,Missouri,Miami,2026-01-22T20:09:00.000Z,0.97,4.0,Immediate
4871093,Preston,Zinter,TE,Notre Dame,PrestonZinterNotre Dame,2026,Preston,Zinter,EDGE,Notre Dame,Rice,2026-01-13T22:25:00.000Z,0.85,3.0,Immediate
4871148,Jaylin,Lucas,RB,Florida State,JaylinLucasFlorida State,2026,Jaylin,Lucas,RB,Florida State,Tulane,2026-01-06T18:40:00.000Z,0.87,3.0,Immediate
4871710,Nick,Thomas,OL,Rhode Island,NickThomasRhode Island,2026,Nick,Thomas,OT,Rhode Island,Toledo,2026-01-14T19:05:00.000Z,0.84,3.0,Immediate
4872721,Cardell,Williams,QB,Sacramento State,CardellWilliamsSacramento State,2026,Cardell,Williams,QB,Sacramento State,Maryland,2026-05-30T18:35:00.000Z,0.85,3.0,Immediate
4872725,Alec,Johnson,OL,Georgia State,AlecJohnsonGeorgia State,2026,Alec,Johnson,IOL,Georgia State,Western Kentucky,2026-01-12T00:45:16.000Z,,2.0,Immediate
4872845,Carson,Smith,PK,Austin Peay,CarsonSmithAustin Peay,2026,Carson,Smith,K,Austin Peay,Arizona State,2026-01-08T16:36:00.000Z,,,Immediate
4872850,Zion,Wilson,DL,East Carolina,ZionWilsonEast Carolina,2026,Zion,Wilson,DL,East Carolina,Virginia,2026-01-12T22:23:00.000Z,0.88,3.0,Immediate
4873234,Victor,Rosa,RB,UConn,VictorRosaUConn,2026,Victor,Rosa,RB,UConn,Ohio,2026-01-10T02:01:00.000Z,,3.0,Immediate
4873418,Kaden,Helms,TE,Oklahoma,KadenHelmsOklahoma,2026,Kaden,Helms,TE,Oklahoma,Minnesota,2026-01-07T20:10:00.000Z,0.86,3.0,Immediate
4873443,Keyshawn,Burgos,DE,Virginia Tech,KeyshawnBurgosVirginia Tech,2026,Keyshawn,Burgos,EDGE,Virginia Tech,Purdue,2026-01-13T22:55:00.000Z,0.85,3.0,Immediate
4873588,CJ,Campbell Jr.,RB,Rutgers,CJCampbell Jr.Rutgers,2026,CJ,Campbell Jr.,RB,Rutgers,Duke,2026-01-08T01:10:00.000Z,0.84,3.0,Immediate
4873929,Terrence,Moore,OL,Toledo,TerrenceMooreToledo,2026,Terrence,Moore,IOL,Toledo,UConn,2026-01-24T07:41:00.000Z,0.86,3.0,Immediate
4874527,Sam,Jackson V,WR,Oklahoma State,SamJackson VOklahoma State,2026,Sam,Jackson V,WR,Oklahoma State,,2026-01-02T06:10:00.000Z,,3.0,Immediate
4874541,Kyler,Gibson,OL,Troy,KylerGibsonTroy,2026,Kyler,Gibson,OT,Troy,Austin Peay,2026-01-24T07:22:00.000Z,,3.0,Immediate
4874626,Blake,Burris,DL,SMU,BlakeBurrisSMU,2026,Blake,Burris,DL,SMU,,2026-01-03T19:47:00.000Z,,,Immediate
4875126,Horace,Lockett,DT,UCF,HoraceLockettUCF,2026,Horace,Lockett,DL,UCF,,2026-01-05T21:39:36.000Z,0.87,3.0,Withdrawn
4875128,Lex,Thomas,QB,NC State,LexThomasNC State,2026,Lex,Thomas,QB,NC State,,2026-01-10T16:47:00.000Z,,3.0,Immediate
4875340,Davon,Banks,DB,Boise State,DavonBanksBoise State,2026,Davon,Banks,CB,Boise State,,2025-12-26T01:04:00.000Z,,3.0,Immediate
4875360,Kannon,Katzer,RB,West Virginia,KannonKatzerWest Virginia,2026,Kannon,Katzer,RB,West Virginia,,2025-12-19T17:36:00.000Z,,,Immediate
4875384,Quentin,Redding,WR,Minnesota,QuentinReddingMinnesota,2026,Quentin,Redding,WR,Minnesota,,2025-12-03T14:31:00.000Z,,,Immediate
4875464,Justin,Agu,CB,Louisville,JustinAguLouisville,2026,Justin,Agu,CB,Louisville,Tulane,2026-01-16T23:47:00.000Z,0.86,3.0,Immediate
4875583,Reis,Stocksdale,WR,Bowling Green,ReisStocksdaleBowling Green,2026,Reis,Stocksdale,WR,Bowling Green,Temple,2026-01-08T02:33:00.000Z,,,Immediate
4875604,Phoenix,Jackson,LB,Baylor,PhoenixJacksonBaylor,2026,Phoenix,Jackson,LB,Baylor,Arkansas,2026-01-08T16:45:00.000Z,0.87,3.0,Immediate
4875755,Mason,King,RB,Illinois State,MasonKingIllinois State,2026,Mason,King,RB,Illinois State,Kent State,2026-01-11T19:31:00.000Z,,,Immediate
4875853,Cody,Jackson,WR,Tarleton State,CodyJacksonTarleton State,2026,Cody,Jackson,WR,Tarleton State,Iowa State,2026-01-05T03:30:00.000Z,0.86,3.0,Immediate
4875861,Ayo,Adeyi,RB,James Madison,AyoAdeyiJames Madison,2026,Ayo,Adeyi,RB,James Madison,Oklahoma State,2026-01-05T15:29:00.000Z,0.85,3.0,Immediate
4875866,Reese,Poffenbarger,QB,North Texas,ReesePoffenbargerNorth Texas,2026,Reese,Poffenbarger,QB,North Texas,Akron,2026-01-16T19:29:00.000Z,0.85,3.0,Immediate
4876261,Seth,Smith,OL,Northern Arizona,SethSmithNorthern Arizona,2026,Seth,Smith,OT,Northern Arizona,South Carolina,2026-01-11T19:20:00.000Z,0.87,3.0,Immediate
4876462,Isaiah,Reed,CB,UCF,IsaiahReedUCF,2026,Isaiah,Reed,CB,UCF,Massachusetts,2026-01-13T18:24:00.000Z,0.8,3.0,Immediate
4876466,Tim,Malo,DB,Hawai'i,TimMaloHawai'i,2026,Tim,Malo,S,Hawai'i,,2026-01-08T16:06:00.000Z,,3.0,Immediate
4876514,Justin,Townsend,DL,Columbia,JustinTownsendColumbia,2026,Justin,Townsend,EDGE,Columbia,Virginia,2026-04-17T15:01:00.000Z,,,Immediate
4876663,Marquis,Cooper,CB,Buffalo,MarquisCooperBuffalo,2026,Marquis,Cooper,CB,Buffalo,,2025-12-27T15:10:00.000Z,,,Immediate
4876695,Jaden,Allen,TE,Fordham,JadenAllenFordham,2026,Jaden,Allen,TE,Fordham,Central Michigan,2026-01-09T21:20:00.000Z,,2.0,Immediate
4877228,Luke,Petit,OL,Furman,LukePetitFurman,2026,Luke,Petit,IOL,Furman,Troy,2026-01-17T19:59:00.000Z,0.83,3.0,Immediate
4877230,Truette,Tumey,P,Texas A&M,TruetteTumeyTexas A&M,2026,Truette,Tumey,P,Texas A&M,,2026-01-04T18:44:00.000Z,,,Immediate
4877252,Blake,Ruffin,DB,Louisville,BlakeRuffinLouisville,2026,Blake,Ruffin,S,Louisville,,2026-01-10T16:40:00.000Z,,3.0,Immediate
4877627,Chase,Gillespie,RB,Vanderbilt,ChaseGillespieVanderbilt,2026,Chase,Gillespie,RB,Vanderbilt,Florida A&M,2026-02-05T01:01:00.000Z,,3.0,Immediate
4877768,Luke,Duska,OL,Elon,LukeDuskaElon,2026,Luke,Duska,IOL,Elon,Kennesaw State,2026-01-21T17:51:00.000Z,0.85,3.0,Immediate
4877825,Kaden,Schickel,LS,Michigan State,KadenSchickelMichigan State,2026,Kaden,Schickel,LS,Michigan State,Vanderbilt,2026-01-10T18:26:00.000Z,,,Immediate
4878106,Max,Alford,LB,BYU,MaxAlfordBYU,2026,Max,Alford,LB,BYU,Michigan,2026-01-13T04:00:00.000Z,0.86,3.0,Immediate
4878109,Hayden,Hansen,TE,Florida,HaydenHansenFlorida,2026,Hayden,Hansen,TE,Florida,Oklahoma,2026-01-04T21:56:00.000Z,0.88,3.0,Immediate
4878110,Rino,Monteforte,LS,California,RinoMonteforteCalifornia,2026,Rino,Monteforte,LS,California,Kansas,2026-01-09T22:24:00.000Z,,2.0,Immediate
4878112,Charles,Robertson,WR,Louisiana,CharlesRobertsonLouisiana,2026,Charles,Robertson,WR,Louisiana,,2026-01-06T21:01:00.000Z,,3.0,Immediate
4878173,Jackson,Bradley,OL,Cornell,JacksonBradleyCornell,2026,Jackson,Bradley,IOL,Cornell,UTEP,2026-01-22T22:03:00.000Z,0.82,3.0,Immediate
4878223,Jackson,Proctor,QB,Northern Illinois,JacksonProctorNorthern Illinois,2026,Jackson,Proctor,QB,Northern Illinois,,2026-01-02T14:03:00.000Z,,3.0,Immediate
4878232,Tomiwa,Durojaiye,DL,Illinois,TomiwaDurojaiyeIllinois,2026,Tomiwa,Durojaiye,DL,Illinois,South Carolina,2026-01-10T17:28:00.000Z,0.93,4.0,Immediate
4878394,Ajay,Allen,RB,Tulsa,AjayAllenTulsa,2026,Ajay,Allen,RB,Tulsa,,2026-01-01T21:51:00.000Z,,4.0,Immediate
4878681,Davis,Warren,QB,Michigan,DavisWarrenMichigan,2026,Davis,Warren,QB,Michigan,Stanford,2026-01-08T04:08:17.000Z,0.85,3.0,Immediate
4878843,Drew,Clausen,LS,Iowa State,DrewClausenIowa State,2026,Drew,Clausen,LS,Iowa State,Indiana,2026-01-09T00:30:00.000Z,,,Immediate
4878916,Cejai,Parson,S,Southern Illinois,CejaiParsonSouthern Illinois,2026,Cejai,Parson,S,Southern Illinois,,2025-12-03T16:40:00.000Z,0.83,3.0,Immediate
4879051,Pierre,Royster,S,UAB,PierreRoysterUAB,2026,Pierre,Royster,S,UAB,,2026-01-12T22:07:00.000Z,,,Immediate
4879192,Jonah,Burton,WR,Idaho State,JonahBurtonIdaho State,2026,Jonah,Burton,WR,Idaho State,Duke,2026-03-23T05:00:00.000Z,0.86,3.0,Immediate
4879259,Enock,Sibomana,LB,Wyoming,EnockSibomanaWyoming,2026,Enock,Sibomana,LB,Wyoming,,2025-12-23T15:07:00.000Z,0.85,3.0,Immediate
4879310,Brennan,Smith,OL,Mississippi State,BrennanSmithMississippi State,2026,Brennan,Smith,IOL,Mississippi State,Middle Tennessee,2026-04-29T19:24:00.000Z,0.85,3.0,Immediate
4879455,Damashja,Harris,RB,Wyoming,DamashjaHarrisWyoming,2026,Damashja,Harris,RB,Wyoming,Incarnate Word,2026-01-24T05:47:00.000Z,,,Immediate
4879531,Kamren,Washington,DT,Texas State,KamrenWashingtonTexas State,2026,Kamren,Washington,DL,Texas State,Baylor,2026-01-06T03:38:39.000Z,0.86,3.0,Immediate
4879567,Trent,Walker,WR,Oregon State,TrentWalkerOregon State,2026,Trent,Walker,WR,Oregon State,Houston,2026-01-07T19:26:00.000Z,0.87,3.0,Immediate
4879603,Kenton,Jerido,OL,South Alabama,KentonJeridoSouth Alabama,2026,Kenton,Jerido,IOL,South Alabama,,2026-01-09T20:08:00.000Z,0.85,3.0,Withdrawn
4879622,Jordan,Spasojevic-Moko,OL,California,JordanSpasojevic-MokoCalifornia,2026,Jordan,Spasojevic-Moko,IOL,California,,2026-01-06T21:08:00.000Z,,3.0,Immediate
4879662,Jordan,Brown,OL,Arizona,JordanBrownArizona,2026,Jordan,Brown,OT,Arizona,Georgia State,2026-01-13T00:13:00.000Z,0.85,3.0,Immediate
4879815,Evan,Malcore,OL,Northern Illinois,EvanMalcoreNorthern Illinois,2026,Evan,Malcore,OT,Northern Illinois,Miami (OH),2026-01-20T02:29:00.000Z,0.85,3.0,Immediate
4879816,Rashon,Myles Jr.,LB,Abilene Christian,RashonMyles Jr.Abilene Christian,2026,Rashon,Myles Jr.,LB,Abilene Christian,Georgia Southern,2026-01-19T16:25:08.000Z,0.86,3.0,Immediate
4879917,Shepherd,Bowling,S,Rice,ShepherdBowlingRice,2026,Shepherd,Bowling,LB,Rice,,2026-01-17T19:44:00.000Z,,3.0,Immediate
4880091,Brady,Wayburn,OL,UConn,BradyWayburnUConn,2026,Brady,Wayburn,OT,UConn,UCF,2026-01-04T21:52:47.000Z,0.86,3.0,Immediate
4880235,Bralen,Henderson,DT,Missouri,BralenHendersonMissouri,2026,Bralen,Henderson,DL,Missouri,,2026-01-17T00:57:00.000Z,,3.0,Immediate
4880272,Byrum,Brown,QB,South Florida,ByrumBrownSouth Florida,2026,Byrum,Brown,QB,South Florida,Auburn,2026-01-06T16:15:45.000Z,0.94,4.0,Immediate
4880276,Ashton,Whitner,S,Ball State,AshtonWhitnerBall State,2026,Ashton,Whitner,S,Ball State,Liberty,2026-01-15T23:57:00.000Z,0.84,3.0,Immediate
4880300,Donnie,Wingate,DE,Southern Illinois,DonnieWingateSouthern Illinois,2026,Donnie,Wingate,EDGE,Southern Illinois,Wyoming,2026-01-08T22:06:00.000Z,,,Immediate
4880351,Jahlil,Florence,CB,Oregon,JahlilFlorenceOregon,2026,Jahlil,Florence,CB,Oregon,Missouri,2026-01-05T21:47:00.000Z,0.86,3.0,Immediate
4880352,Trent,Fraley,OL,North Dakota State,TrentFraleyNorth Dakota State,2026,Trent,Fraley,IOL,North Dakota State,Michigan State,2026-01-07T17:45:00.000Z,0.86,3.0,Immediate
4880356,Kaleb,Hutchinson,S,Mercer,KalebHutchinsonMercer,2026,Kaleb,Hutchinson,S,Mercer,Toledo,2026-01-06T04:00:00.000Z,0.83,3.0,Immediate
4880358,Cam,Pedro,WR,Southeast Missouri State,CamPedroSoutheast Missouri State,2026,Cam,Pedro,WR,Southeast Missouri State,Charlotte,2026-01-07T19:39:00.000Z,,3.0,Immediate
4880360,Josiah,Robinson,LB,Georgia State,JosiahRobinsonGeorgia State,2026,Josiah,Robinson,LB,Georgia State,,2026-01-15T17:10:00.000Z,,3.0,Immediate
4880395,Tae,Meadows,RB,Troy,TaeMeadowsTroy,2026,Tae,Meadows,RB,Troy,Auburn,2026-01-23T01:33:00.000Z,0.86,3.0,Immediate
4880603,Tim,Thomas,LB,Fresno State,TimThomasFresno State,2026,Tim,Thomas,LB,Fresno State,Sacramento State,2026-01-20T16:41:00.000Z,0.82,3.0,Immediate
4880964,Terron,Kellman,RB,Wyoming,TerronKellmanWyoming,2026,Terron,Kellman,RB,Wyoming,Liberty,2026-01-10T18:10:00.000Z,,3.0,Immediate
4880967,Da'Shawn,Womack,EDGE,Ole Miss,Da'ShawnWomackOle Miss,2026,Da'Shawn,Womack,EDGE,Ole Miss,Auburn,2026-01-15T19:37:00.000Z,0.92,4.0,Immediate
4881032,Taron,Dickens,QB,Western Carolina,TaronDickensWestern Carolina,2026,Taron,Dickens,QB,Western Carolina,Northern Illinois,2026-02-15T18:51:00.000Z,0.85,3.0,Immediate
4882061,Jake,Newell,TE,Akron,JakeNewellAkron,2026,Jake,Newell,TE,Akron,Toledo,2026-01-20T05:01:00.000Z,0.85,3.0,Immediate
4882122,Sterling,Berkhalter,WR,Wake Forest,SterlingBerkhalterWake Forest,2026,Sterling,Berkhalter,WR,Wake Forest,Texas,2026-01-15T17:24:00.000Z,0.91,4.0,Immediate
4883110,Grant,Jordan,QB,Massachusetts,GrantJordanMassachusetts,2026,Grant,Jordan,QB,Massachusetts,Oklahoma State,2026-01-10T18:35:00.000Z,0.85,3.0,Immediate
4883127,Mason,Shipp,WR,Yale,MasonShippYale,2026,Mason,Shipp,WR,Yale,Austin Peay,2026-01-25T20:57:00.000Z,,,Immediate
4883774,Jayden,McGowan,WR,Charlotte,JaydenMcGowanCharlotte,2026,Jayden,McGowan,WR,Charlotte,Baylor,2026-01-13T15:11:00.000Z,0.85,3.0,Immediate
4884000,Jackson,Brown,OL,Pittsburgh,JacksonBrownPittsburgh,2026,Jackson,Brown,IOL,Pittsburgh,UNLV,2026-01-15T22:58:00.000Z,0.85,3.0,Immediate
4885321,William,Davis,S,West Virginia,WilliamDavisWest Virginia,2026,William,Davis,S,West Virginia,Sam Houston,2026-01-15T02:41:00.000Z,0.83,3.0,Immediate
4885469,Darrin,Fugitt,TE,Lindenwood,DarrinFugittLindenwood,2026,Darrin,Fugitt,TE,Lindenwood,App State,2026-01-08T17:33:00.000Z,,,Immediate
4887640,Kaderris,Roberts,RB,Bowling Green,KaderrisRobertsBowling Green,2026,Kaderris,Roberts,RB,Bowling Green,Delaware,2026-01-18T19:14:00.000Z,0.86,3.0,Immediate
4889173,Braeden,McAlister,PK,Georgia State,BraedenMcAlisterGeorgia State,2026,Braeden,McAlister,K,Georgia State,Arkansas,2026-01-04T19:18:46.000Z,,2.0,Immediate
4889788,Enoka,Migao,LB,Utah State,EnokaMigaoUtah State,2026,Enoka,Migao,EDGE,Utah State,,2026-01-08T15:49:00.000Z,,3.0,Immediate
4890881,Cam,Ball,TE,Mississippi State,CamBallMississippi State,2026,Cam,Ball,TE,Mississippi State,West Virginia,2026-01-12T23:13:00.000Z,0.85,3.0,Immediate
4890883,Devin,Morgan,DL,Buffalo,DevinMorganBuffalo,2026,Devin,Morgan,DL,Buffalo,Kennesaw State,2026-01-22T02:18:00.000Z,0.83,3.0,Immediate
4891196,Jeremiah,Hughes,DB,Michigan State,JeremiahHughesMichigan State,2026,Jeremiah,Hughes,CB,Michigan State,Hawai'i,2026-01-12T02:31:00.000Z,0.84,3.0,Immediate
4891669,Javon,Davis,S,McNeese,JavonDavisMcNeese,2026,Javon,Davis,CB,McNeese,,2026-02-07T02:03:42.000Z,0.83,3.0,Withdrawn
4892983,Terrell,Timmons Jr.,WR,Colorado,TerrellTimmons Jr.Colorado,2026,Terrell,Timmons Jr.,WR,Colorado,Memphis,2026-01-11T12:17:00.000Z,,3.0,Immediate
4892986,Lamont,Payne Jr.,S,Penn State,LamontPayne Jr.Penn State,2026,Lamont,Payne Jr.,S,Penn State,Delaware State,2026-02-03T04:25:00.000Z,,3.0,Immediate
4893007,Thomas,Amankwaa,WR,Delaware,ThomasAmankwaaDelaware,2026,Thomas,Amankwaa,WR,Delaware,,2025-12-25T05:31:00.000Z,,4.0,Immediate
4893102,Amariyun,Knighten,DB,Indiana,AmariyunKnightenIndiana,2026,Amariyun,Knighten,CB,Indiana,Miami (OH),2026-03-02T13:32:00.000Z,,,Immediate
4893420,Josh,Lukusa,DE,Miami (OH),JoshLukusaMiami (OH),2026,Josh,Lukusa,EDGE,Miami (OH),Missouri State,2026-01-18T02:12:00.000Z,0.84,3.0,Immediate
4893702,Elizjah,Lewis,WR,Pace,ElizjahLewisPace,2026,Elizjah,Lewis,WR,Pace,Louisville,2026-01-28T13:42:00.000Z,0.85,3.0,Immediate
